occurrenceID	organismQuantity	locationID	decimalLongitude	decimalLatitude	scientificName	taxonRank	materialSampleID
pacman_Nice03_02_CI_e7d53e87	341	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_d6f86305	341	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_01_CI_775f6385	339	Nice07	7.2339643	43.6822367	Octactis speculum	species	Nice07_01
pacman_Nice02_01_CI_06d0b242	337	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice01_02_CI_34e6290b	337	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_02_CI_80344eec	335	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_7e56ae0a	335	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_0c85ca11	334	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_3d40654c	334	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_1b209f52	331	Nice07	7.2339643	43.6822367	Coryne eximia	species	Nice07_02
pacman_Nice03_01_CI_72ee21aa	331	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_01_CI_96398a9a	330	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice02_01_CI_6dbc8381	326	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_07272fbe	325	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_0216235e	325	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_928ea9de	324	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_e7d53e87	323	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_b4b964b1	323	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_9a3ed3cf	323	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_02_CI_34ce1fb0	322	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice07_01_CI_96398a9a	319	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_02_CI_3c359874	318	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_01_CI_287211d1	317	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice06_01_CI_d4d5c112	317	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_4e326a70	314	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice02_02_CI_67ed8534	313	Nice02	7.2854731	43.6980647	Watersipora subatra	species	Nice02_02
pacman_Nice06_02_CI_80344eec	310	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_02_CI_ab276b06	308	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice07_02_CI_39ed1308	307	Nice07	7.2339643	43.6822367	Florideophyceae	class	Nice07_02
pacman_Nice07_01_CI_287211d1	306	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice02_01_CI_96398a9a	306	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_1666cbef	306	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_476e6c9f	305	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_ab276b06	304	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_1ddd1456	303	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_d6e9d77d	303	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_02_CI_96398a9a	301	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_c8bbf0a7	301	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_02e4ba0b	300	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_72ee21aa	300	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_928ea9de	299	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_0c85ca11	299	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_01_CI_89cd76c8	299	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice01_01_CI_02222a9a	296	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_01
pacman_Nice06_01_CI_e21f501d	295	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_3b89ea56	294	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_06bb7208	293	Nice03	7.2836251	43.6952017	Chaetoceros tenuissimus	species	Nice03_01
pacman_Nice06_01_CI_06d0b242	293	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_e6d5caa8	293	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_9a3ed3cf	293	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_87ea1c9b	291	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_02_CI_d52f795b	290	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_14f6cd6f	290	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_8566700a	289	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_7f27a560	288	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_7f27a560	288	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_02_CI_44e4b5a0	287	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_ae37594d	286	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_01_CI_ba592bf2	284	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_02_CI_e7d53e87	284	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_aa3c564f	284	Nice04	7.2938607	43.6864926	Herposiphonia	genus	Nice04_02
pacman_Nice06_01_CI_e9034a8a	283	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_3e04209b	283	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_02_CI_1666cbef	283	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_01_CI_34e6290b	282	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice02_01_CI_d6e9d77d	281	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_6806eef1	279	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_684732b0	278	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_01_CI_bd0fc584	278	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice05_01_CI_bd0fc584	278	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_02_CI_96398a9a	277	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice06_01_CI_4dfd6fb5	277	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice07_01_CI_bd0fc584	277	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_01_CI_aa3c564f	276	Nice04	7.2938607	43.6864926	Herposiphonia	genus	Nice04_01
pacman_Nice03_01_CI_90c67216	275	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_fedd7a90	274	Nice02	7.2854731	43.6980647	Bougainvillia muscus	species	Nice02_01
pacman_Nice03_01_CI_2054ad10	274	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_01_CI_ab276b06	273	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_4ec45f3c	272	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_01
pacman_Nice06_01_CI_6e3cf756	272	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_3e04209b	271	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_02_CI_3e04209b	271	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_34b76bea	271	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_85ea1e3b	270	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_928ea9de	269	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_02_CI_3c359874	268	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_02_CI_85ea1e3b	266	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_66a5e32c	264	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_ce55dfc2	264	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_8f521488	263	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_cea31f84	262	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice03_01_CI_444d9a31	261	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_7e58d6c6	257	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_02_CI_287211d1	257	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_02_CI_73b182ad	257	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_01_CI_404b76c7	256	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_4c23c2c5	256	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_4ec45f3c	255	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_01
pacman_Nice07_02_CI_0726ba3c	254	Nice07	7.2339643	43.6822367	Florideophyceae	class	Nice07_02
pacman_Sweden01_CI_dec257a1	253	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice02_01_CI_08530a38	250	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_8566700a	250	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_01_CI_73b182ad	249	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_01_CI_d99f7f38	247	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_02_CI_34ce1fb0	246	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_02_CI_4ec45f3c	245	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_02
pacman_Nice03_01_CI_a65b0e7f	244	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice06_01_CI_edd284c4	243	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_01_CI_34e6290b	243	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice03_01_CI_d1ce7bad	243	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_bb4597bb	242	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_d6f86305	241	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_329875fe	240	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_02
pacman_Nice03_01_CI_ec5a4779	240	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_0836d2e7	240	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_420fb112	240	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice07_01_CI_34ce1fb0	238	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_02_CI_4ec45f3c	238	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_02
pacman_Nice06_02_CI_34ce1fb0	237	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_01_CI_aa3c564f	237	Nice01	7.2902988	43.6921280	Herposiphonia	genus	Nice01_01
pacman_Nice01_01_CI_e7d53e87	236	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice07_01_CI_ab276b06	235	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_02_CI_14f6cd6f	235	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_4c23c2c5	235	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_01_CI_2d1a676a	234	Nice06	7.2759908	43.6943859	Centropages	genus	Nice06_01
pacman_Nice04_01_CI_7cf0e7c7	233	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_02_CI_4e326a70	233	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_01_CI_d52f795b	233	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_02_CI_287211d1	231	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice01_02_CI_a2a5eb54	231	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_01_CI_747f088f	230	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice04_01_CI_80344eec	230	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_01_CI_ae37594d	230	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice03_01_CI_bb7b60fc	229	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_08530a38	229	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_a9d38c9d	228	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_88357de6	227	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice05_02_CI_874d8131	226	Nice05	7.3083152	43.6895811	Florideophyceae	class	Nice05_02
pacman_Nice06_01_CI_1666cbef	225	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_02_CI_0836d2e7	224	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_40988cd1	222	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_01_CI_3c359874	222	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_02_CI_0d282733	222	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_8204c324	222	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_01_CI_ede98a49	221	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice03_01_CI_14f6cd6f	220	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_f58c66ce	220	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_93784377	219	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_404b76c7	219	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_d6e9d77d	219	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_f35bdd70	217	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_01_CI_08530a38	217	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_02_CI_53accb28	217	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_02
pacman_Nice03_01_CI_73b182ad	215	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_0a63d9a2	214	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice02_01_CI_e21f501d	214	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Sweden01_CI_7de26cfd	214	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice07_02_CI_444d9a31	214	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice04_02_CI_80344eec	213	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_01_CI_14f6cd6f	213	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_01_CI_bfee254a	213	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_79df42cd	213	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_89cd76c8	213	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_9f0b2230	213	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_0a098e46	212	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_72ee21aa	211	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_02_CI_96398a9a	210	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Sweden01_CI_bc1e1296	210	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice06_01_CI_bfee254a	210	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_01_CI_44e4b5a0	209	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_48e4213a	209	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_45bbcf27	208	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_0c85ca11	208	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_01_CI_ab276b06	207	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice02_02_CI_8f521488	207	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_02_CI_9a3ed3cf	207	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_01_CI_d71f87d2	206	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_7cf0e7c7	205	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice04_01_CI_45bbcf27	205	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_01_CI_f474b424	204	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_8204c324	204	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_476e6c9f	204	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice02_02_CI_6dbc8381	201	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_02_CI_07272fbe	201	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_02_CI_90c67216	201	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice03_02_CI_d4d5c112	200	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice06_01_CI_4380a619	200	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_c4443a16	199	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_02_CI_d52f795b	197	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_3f6284b4	197	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Sweden01_CI_8b41ba08	197	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice01_02_CI_d0644b7a	197	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_7cf0e7c7	196	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_01_CI_62171cec	196	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice04_01_CI_3c359874	195	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_02_CI_0eea0d30	195	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_02_CI_4380a619	195	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_01_CI_40988cd1	194	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_241377f2	193	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_01_CI_e93015b3	193	Nice05	7.3083152	43.6895811	Campanularia hincksii	species	Nice05_01
pacman_Nice02_01_CI_54935573	193	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice05_02_CI_6806eef1	193	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice06_01_CI_d99bd9ed	193	Nice06	7.2759908	43.6943859	Paracalanus parvus	species	Nice06_01
pacman_Nice07_02_CI_cf674dde	193	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_02_CI_5ae97ce5	192	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_01_CI_943e2210	192	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_46f3e243	192	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_02_CI_928ea9de	192	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_02_CI_72ee21aa	192	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_34b76bea	192	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_84eea23a	192	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_02_CI_237ca3ec	192	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_2854e16e	190	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice01_02_CI_54935573	190	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_02
pacman_Nice06_01_CI_53accb28	190	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice01_02_CI_80344eec	188	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_01_CI_96398a9a	188	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice07_02_CI_d4d5c112	188	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_01_CI_425f52ac	188	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_653099e0	188	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_01
pacman_Nice07_02_CI_d6f86305	187	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_eb896058	187	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_02_CI_3c359874	186	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_02_CI_0c85ca11	186	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_4c23c2c5	186	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_0216235e	186	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice02_01_CI_0efa2a1d	186	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_065491a4	185	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Sweden01_CI_1062215f	185	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice03_01_CI_d6e9d77d	185	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_02222a9a	185	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_02
pacman_Nice03_01_CI_306fd689	184	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
pacman_Nice02_01_CI_4e326a70	184	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice01_02_CI_3e04209b	184	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice02_01_CI_45bbcf27	184	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_01_CI_928ea9de	184	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_01_CI_420fb112	184	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice02_01_CI_e150024f	183	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_02_CI_d0644b7a	183	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice03_01_CI_87ea1c9b	183	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice06_01_CI_66526b5d	182	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_d1ce7bad	182	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice07_01_CI_7cf0e7c7	181	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice04_01_CI_bd0fc584	181	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_02_CI_4e326a70	180	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice05_02_CI_b6a01faa	180	Nice05	7.3083152	43.6895811	Florideophyceae	class	Nice05_02
pacman_Nice03_01_CI_3d6caecb	180	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_01
